neotoma_names,taxon_name
Araliaceae (type 2),araliaceae_type_2
Araliaceae cf. Didymopanax,araliaceae_cf_didymopanax
Araliaceae cf. Oreopanax,araliaceae_cf_oreopanax
Araliaceae undiff.,araliaceae_undiff
Araliaceae/Rutaceae,araliaceae_rutaceae
Araucaria,araucaria
Araucaria angustifolia,araucaria_angustifolia
Araucaria cunninghamii,araucaria_cunninghamii
Araucariaceae,araucariaceae
Arbutus,arbutus
Arbutus unedo,arbutus_unedo
Arceuthobium,arceuthobium
Arceuthobium americanum,arceuthobium_americanum
Arceuthobium oxycedri,arceuthobium_oxycedri
Arceuthobium pusillum,arceuthobium_pusillum
Arceuthobium/Loranthaceae,arceuthobium_loranthaceae
Arctium,arctium
Arctium-type,arctium_type
Arctium-type/Jurinea,arctium_type_jurinea
Arctium lappa,arctium_lappa
Arctium lappa-type,arctium_lappa_type
Arctium/Jurinea,arctium_jurinea
Arctostaphylos,arctostaphylos
Arctostaphylos uva-ursi,arctostaphylos_uva_minus_ursi
Arctostaphylos uva-ursi-type,arctostaphylos_uva_minus_ursi_type
Arctous alpina,arctous_alpina
Arctous alpina/A. rubra,arctous_alpina_a_rubra
Arcytophyllum,arcytophyllum
Arcytophyllum thymifolium,arcytophyllum_thymifolium
Ardisia,ardisia
Arecaceae,arecaceae
Arecaceae-type,arecaceae_type
"Arecaceae-type (Mauritius type 127, de Boer)",arecaceae_type_mauritius_type_127_de_boer
"Arecaceae-type (Mauritius type 137, de Boer)",arecaceae_type_mauritius_type_137_de_boer
"Arecaceae-type (Mauritius type 139, de Boer)",arecaceae_type_mauritius_type_139_de_boer
"Arecaceae-type (Mauritius type 54b, de Boer)",arecaceae_type_mauritius_type_54b_de_boer
"Arecaceae-type (Mauritius type 54c, de Boer)",arecaceae_type_mauritius_type_54c_de_boer
"Arecaceae-type (tetrad, Mauritius type 2, de Boer)",arecaceae_type_tetrad_mauritius_type_2_de_boer
Arecaceae-type undiff.,arecaceae_type_undiff
Arecaceae (echinate),arecaceae_echinate
"Arecaceae (Mauritius type 132b, de Boer)",arecaceae_mauritius_type_132b_de_boer
Arecaceae (monocolpate),arecaceae_monocolpate
Arecaceae (reticulate),arecaceae_reticulate
Arecaceae (trichotomosulcate),arecaceae_trichotomosulcate
Arecaceae (tricolpate),arecaceae_tricolpate
Arecaceae (type 1),arecaceae_type_1
Arecaceae (type 2),arecaceae_type_2
Arecaceae (type 5),arecaceae_type_5
Arecaceae (type A),arecaceae_type_a
Arecaceae (type B),arecaceae_type_b
Arecaceae (type C),arecaceae_type_c
Arecaceae (type D),arecaceae_type_d
Arecaceae (type I),arecaceae_type_i
Arecaceae (type II),arecaceae_type_ii
Arecaceae (type III),arecaceae_type_iii
Arecaceae (type IV),arecaceae_type_iv
Arecaceae (type V),arecaceae_type_v
Arecaceae cf. Desmoncus,arecaceae_cf_desmoncus
Arecaceae cf. Euterpe,arecaceae_cf_euterpe
Arecaceae cf. Geonoma,arecaceae_cf_geonoma
Arecaceae cf. Oenocarpus,arecaceae_cf_oenocarpus
Arecaceae cf. Phytelephas,arecaceae_cf_phytelephas
Arecaceae incertae sedis,arecaceae_incertae_sedis
Arecaceae pro parte,arecaceae_pro_parte
Arecaceae undiff.,arecaceae_undiff
Arecaceae/Bromeliaceae,arecaceae_bromeliaceae
Arenaria,arenaria
Arenaria-type,arenaria_type
Arenaria biflora,arenaria_biflora
Arenaria serpyllifolia-type,arenaria_serpyllifolia_type
Arenga,arenga
Argania spinosa,argania_spinosa
Argomuellera-type (A. macrophylla),argomuellera_type_a_macrophylla
Argyranthemum,argyranthemum
Argyrella-type (A. canescens),argyrella_type_a_canescens
Argyrella-type canescens,argyrella_type_canescens
Aristolochia,aristolochia
Aristolochia clematitis,aristolochia_clematitis
Aristolochiaceae,aristolochiaceae
Aristotelia,aristotelia
Arjona,arjona
Armeria,armeria
Armeria-type,armeria_type
Armeria (type A),armeria_type_a
Armeria (type B),armeria_type_b
Armeria alliacea,armeria_alliacea
Armeria maritima,armeria_maritima
Armeria maritima-type,armeria_maritima_type
Armeria maritima (type A),armeria_maritima_type_a
Armeria maritima (type B),armeria_maritima_type_b
Armeria maritima subsp. elongata,armeria_maritima_subsp_elongata
Armeria/Limonium,armeria_limonium
Armeria/Limonium-type,armeria_limonium_type
Arnebia,arnebia
Arnebia hispidissima-type,arnebia_hispidissima_type
Arnica,arnica
Arnica-type,arnica_type
Arnica montana,arnica_montana
Arnica/Taraxacum-type,arnica_taraxacum_type
Arnoseris,arnoseris
Arnoseris minima,arnoseris_minima
Arrabidaea,arrabidaea
Arrabidaea-type,arrabidaea_type
Arrabidaea (type 1),arrabidaea_type_1
Arrabidaea (type 2),arrabidaea_type_2
Arrhenatherum-type,arrhenatherum_type
Artemisia,artemisia
Artemisia-type,artemisia_type
Artemisia (type B),artemisia_type_b
Artemisia afra,artemisia_afra
Artemisia alba-type,artemisia_alba_type
Artemisia campestris,artemisia_campestris
Artemisia campestris-type,artemisia_campestris_type
Artemisia cf. A. norvegica,artemisia_cf_a_norvegica
Artemisia genipi/A. umbelliformis,artemisia_genipi_a_umbelliformis
Artemisia herba-alba,artemisia_herba_minus_alba
Artemisia herba-alba-type,artemisia_herba_minus_alba_type
Artemisia ludoviciana,artemisia_ludoviciana
Artemisia monosperma,artemisia_monosperma
Artemisia norvegica,artemisia_norvegica
Artemisia norvegica-type,artemisia_norvegica_type
Artemisia rupestris,artemisia_rupestris
Artemisia sensu lato,artemisia_sensu_lato
Artemisia sensu stricto,artemisia_sensu_stricto
Artemisia sp.,artemisia_sp
Artemisia tilesii,artemisia_tilesii
Artemisia undiff.,artemisia_undiff
Artemisia vulgaris,artemisia_vulgaris
Artemisia vulgaris-type,artemisia_vulgaris_type
Artemisia/Gochnatia,artemisia_gochnatia
Arthropodium-type,arthropodium_type
Arum,arum
Arum/Acorus,arum_acorus
Aruncus,aruncus
Aruncus-type,aruncus_type
Aruncus dioicus,aruncus_dioicus
Arytera,arytera
Asarum europaeum,asarum_europaeum
Ascarina,ascarina
Ascarina lucida,ascarina_lucida
Asclepiadeae,asclepiadeae
Asclepiadoideae,asclepiadoideae
Ascolepis,ascolepis
Asimina,asimina
Asparagaceae,asparagaceae
Asparagaceae cf. Arthropodium,asparagaceae_cf_arthropodium
Asparagaceae cf. Lomandra,asparagaceae_cf_lomandra
Asparagus,asparagus
Asparagus-type,asparagus_type
Asparagus acutifolius,asparagus_acutifolius
Asparagus buchananii-type,asparagus_buchananii_type
Asperula,asperula
Asperula-type,asperula_type
Asperula/Galium,asperula_galium
Asphodeline,asphodeline
Asphodeloideae,asphodeloideae
Asphodelus,asphodelus
Asphodelus-type,asphodelus_type
Asphodelus albus,asphodelus_albus
Asphodelus albus-type,asphodelus_albus_type
Asphodelus fistulosus,asphodelus_fistulosus
Asphodelus fistulosus-type,asphodelus_fistulosus_type
Asphodelus microcarpus,asphodelus_microcarpus
Asphodelus/Asphodeline,asphodelus_asphodeline
Aspidosperma,aspidosperma
Aspidosperma-type,aspidosperma_type
Aspidosperma aff. A. album,aspidosperma_aff_a_album
Aspilia,aspilia
Astelia,astelia
Astelia alpina,astelia_alpina
Astelia pumila,astelia_pumila
Aster,aster
Aster-type,aster_type
Aster-type cf. Bidens,aster_type_cf_bidens
Aster/Achillea,aster_achillea
Aster/Achillea-type,aster_achillea_type
Asteraceae,asteraceae
Asteraceae-type,asteraceae_type
Asteraceae (baculate),asteraceae_baculate
Asteraceae (clavate),asteraceae_clavate
Asteraceae (echinate),asteraceae_echinate
Asteraceae (fenestrate),asteraceae_fenestrate
Asteraceae (high spine),asteraceae_high_spine
Asteraceae (large),asteraceae_large
Asteraceae (lophate),asteraceae_lophate
"Asteraceae (lophate, echinate)",asteraceae_lophate_echinate
Asteraceae (low spine),asteraceae_low_spine
"Asteraceae (non-lophate, echinate)",asteraceae_non_minus_lophate_echinate
Asteraceae (spineless),asteraceae_spineless
Asteraceae (type 1),asteraceae_type_1
Asteraceae (type 1C),asteraceae_type_1c
Asteraceae (type 2),asteraceae_type_2
Asteraceae (type 2C),asteraceae_type_2c
Asteraceae (type 3C),asteraceae_type_3c
Asteraceae (type 4C),asteraceae_type_4c
Asteraceae aff. Ambrosia,asteraceae_aff_ambrosia
Asteraceae cf. Ambrosia,asteraceae_cf_ambrosia
Asteraceae cf. Cirsium,asteraceae_cf_cirsium
Asteraceae cf. Mutisia,asteraceae_cf_mutisia
Asteraceae cf. Perezia,asteraceae_cf_perezia
Asteraceae indet.,asteraceae_indet
Asteraceae undiff.,asteraceae_undiff
Asteraceae undiff. (broken),asteraceae_undiff_broken
Asteraceae undiff. (crumpled),asteraceae_undiff_crumpled
Asteraceae undiff. (type 2),asteraceae_undiff_type_2
Asteroideae,asteroideae
Asteroideae-type,asteroideae_type
Asteroideae (14 µm),asteroideae_14_mu_m
Asteroideae (15 µm),asteroideae_15_mu_m
Asteroideae (19 µm),asteroideae_19_mu_m
Asteroideae (coarse spine),asteroideae_coarse_spine
Asteroideae (high spine),asteroideae_high_spine
Asteroideae (large),asteroideae_large
Asteroideae (long spine),asteroideae_long_spine
Asteroideae (low spine),asteroideae_low_spine
Asteroideae (short spine),asteroideae_short_spine
Asteroideae (type 1),asteroideae_type_1
Asteroideae (type 2),asteroideae_type_2
Asteroideae (type 3),asteroideae_type_3
Asteroideae (type 4),asteroideae_type_4
Asteroideae (type 5),asteroideae_type_5
Asteroideae (type I),asteroideae_type_i
Asteroideae (type II),asteroideae_type_ii
Asteroideae pro parte,asteroideae_pro_parte
Asteroideae undiff.,asteroideae_undiff
Astragalus,astragalus
Astragalus-type,astragalus_type
Astragalus alpinus,astragalus_alpinus
Astragalus alpinus-type,astragalus_alpinus_type
Astragalus cf. A. alpinus,astragalus_cf_a_alpinus
Astragalus cf. A. glycyphyllos,astragalus_cf_a_glycyphyllos
Astragalus danicus,astragalus_danicus
Astragalus danicus-type,astragalus_danicus_type
Astragalus depressus,astragalus_depressus
Astragalus exscapus,astragalus_exscapus
Astragalus frigidus,astragalus_frigidus
Astragalus frigidus-type,astragalus_frigidus_type
Astragalus onobrychis-type,astragalus_onobrychis_type
Astragalus undiff.,astragalus_undiff
Astragalus/Lupinus,astragalus_lupinus
Astragalus/Ononis-type,astragalus_ononis_type
Astragalus/Oxytropis,astragalus_oxytropis
Astragalus/Oxytropis-type,astragalus_oxytropis_type
Astragalus/Vicia,astragalus_vicia
Astrantia,astrantia
Astrantia-type,astrantia_type
Astrantia major,astrantia_major
Astrantia major-type,astrantia_major_type
Astrantia minor,astrantia_minor
Astripomoea,astripomoea
Astrocaryum,astrocaryum
Astrocaryum-type,astrocaryum_type
Astrocasia,astrocasia
Astronium,astronium
Astronium-type,astronium_type
Astronium concinnum,astronium_concinnum
Astronium fraxinifolium,astronium_fraxinifolium
Astronium fraxinifolium (type 3),astronium_fraxinifolium_type_3
Astronium fraxinifolium (type 5),astronium_fraxinifolium_type_5
Astropanax abyssinicus,astropanax_abyssinicus
Astropanax barteri,astropanax_barteri
Astropanax goetzenii-type,astropanax_goetzenii_type
Astropanax mannii-type,astropanax_mannii_type
Astropanax myrianthus,astropanax_myrianthus
Astrotricha,astrotricha
Asystasia,asystasia
Asystasia-type (A. gangetica),asystasia_type_a_gangetica
Asystasia gangetica,asystasia_gangetica
Atalantia,atalantia
Atamisquea,atamisquea
Athamanta cretensis,athamanta_cretensis
Atherosperma,atherosperma
Atherosperma moschatum,atherosperma_moschatum
Athrotaxis,athrotaxis
Athrotaxis/Diselma,athrotaxis_diselma
Atractylis,atractylis
Atractylis-type,atractylis_type
Atraphaxis,atraphaxis
Atraphaxis-type,atraphaxis_type
Atriplex,atriplex
Atriplex-type,atriplex_type
Atriplex calotheca,atriplex_calotheca
Atriplex kuzenevae,atriplex_kuzenevae
Atriplex nudicaulis,atriplex_nudicaulis
Atriplex praecox,atriplex_praecox
Atriplex sagittata,atriplex_sagittata
Atriplex sp.,atriplex_sp
Atropa,atropa
Atropa-type,atropa_type
Atropa belladonna,atropa_belladonna
Attalea,attalea
Aubrevillea,aubrevillea
Australina,australina
Austrobuxus,austrobuxus
Austrocedrus,austrocedrus
Austrocedrus chilensis,austrocedrus_chilensis
Austrocedrus chilensis-type,austrocedrus_chilensis_type
Austromyrtus,austromyrtus
Avena,avena
Avena-type,avena_type
Avena sativa,avena_sativa
Avena/Triticum,avena_triticum
Avena/Triticum-type,avena_triticum_type
Avena/Triticum group,avena_triticum_group
Avicennia,avicennia
Avicennia germinans,avicennia_germinans
Avicennia marina,avicennia_marina
Ayenia,ayenia
Azadirachta indica,azadirachta_indica
Azara,azara
Azima,azima
Azima tetracantha,azima_tetracantha
Azorella,azorella
Baccaurea,baccaurea
Baccharis,baccharis
Baccharis-type,baccharis_type
Backhousia myrtifolia,backhousia_myrtifolia
Bactris,bactris
Bactris-type,bactris_type
Baeckea,baeckea
Baeckea-type,baeckea_type
Baeckea/Tristania,baeckea_tristania
Baikiaea,baikiaea
Baissea-type,baissea_type
Bakerella,bakerella
Bakerella/Socratina-type,bakerella_socratina_type
Balanites,balanites
Balanites aegyptiaca,balanites_aegyptiaca
Balanites aegyptiaca-type,balanites_aegyptiaca_type
Balanites rotudinfolia-type,balanites_rotudinfolia_type
Balanites rotundifolia-type,balanites_rotundifolia_type
Balanophora,balanophora
Balanophoraceae cf. Langsdorffia,balanophoraceae_cf_langsdorffia
Balanops,balanops
Balbisia,balbisia
Baldellia,baldellia
Baldellia ranunculoides,baldellia_ranunculoides
Balfourodendron,balfourodendron
Ballota,ballota
Ballota-type,ballota_type
Ballota group,ballota_group
Ballota nigra-type,ballota_nigra_type
Balsaminaceae,balsaminaceae
Bambusa-type,bambusa_type
Banara,banara
Banara-type,banara_type
Banara/Xylosma,banara_xylosma
Banara/Xylosma-type,banara_xylosma_type
Banisteriopsis,banisteriopsis
Banksia,banksia
Banksia aemula,banksia_aemula
Banksia dentata,banksia_dentata
Banksia integrifolia,banksia_integrifolia
Banksia marginata,banksia_marginata
Banksia robur,banksia_robur
Banksia serrata,banksia_serrata
Banksia/Dryandra,banksia_dryandra
Baphia-type,baphia_type
Baphiopsis-type parviflora,baphiopsis_type_parviflora
Baphiopsis parviflora,baphiopsis_parviflora
Barbarea-type,barbarea_type
Barbeya oleoides,barbeya_oleoides
Barbeyaceae,barbeyaceae
Barleria,barleria
Barringtonia,barringtonia
Bartsia,bartsia
Bartsia-type,bartsia_type
Basella,basella
Basella alba-type,basella_alba_type
Basilicum,basilicum
Basilicum-type,basilicum_type
Basilicum-type (B. polystachyon),basilicum_type_b_polystachyon
Basilicum-type polystachyon,basilicum_type_polystachyon
Basilicum polystachyon,basilicum_polystachyon
Basilicum polystachyon/Hoslundia opposita,basilicum_polystachyon_hoslundia_opposita
Bassia laniflora,bassia_laniflora
Bassia prostrata,bassia_prostrata
Bathysa,bathysa
Batis,batis
Batis maritima,batis_maritima
Bauera,bauera
Bauera-type,bauera_type
Bauera rubioides,bauera_rubioides
Bauhinia,bauhinia
Bauhinia-type,bauhinia_type
Bauhinia bicuspidata-type,bauhinia_bicuspidata_type
Bauhinia rufescens,bauhinia_rufescens
Baumea,baumea
Baumea/Gymnoschoenus,baumea_gymnoschoenus
Bedfordia-type,bedfordia_type
Begonia,begonia
Begonia-type,begonia_type
Begonia (small),begonia_small
Begonia meyeri-johannis,begonia_meyeri_minus_johannis
Begoniaceae,begoniaceae
Beilschmiedia tawa,beilschmiedia_tawa
Belangera,belangera
Bellendena,bellendena
Bellendena montana,bellendena_montana
Bellevalia-type,bellevalia_type
Bellidiastrum-type,bellidiastrum_type
Bellidiastrum michelii,bellidiastrum_michelii
Bellis,bellis
Bellis-type,bellis_type
Berberidaceae,berberidaceae
Berberis,berberis
Berberis-type,berberis_type
Berberis repens,berberis_repens
Berberis vulgaris,berberis_vulgaris
Berberis vulgaris-type,berberis_vulgaris_type
Berchemia scandens,berchemia_scandens
Bergenia crassifolia,bergenia_crassifolia
Bergia,bergia
Berlandiera-type,berlandiera_type
Berlinia,berlinia
Berlinia-type,berlinia_type
Bernardia cf. B. pulchella,bernardia_cf_b_pulchella
Bersama,bersama
Bersama abyssinica,bersama_abyssinica
Bersama abyssinica-type,bersama_abyssinica_type
Bertiera,bertiera
Bertiera-type,bertiera_type
Bertya,bertya
Berula-type,berula_type
Berula erecta,berula_erecta
Berula erecta-type,berula_erecta_type
Beta,beta
Beta-type,beta_type
Beta vulgaris-type,beta_vulgaris_type
Betula,betula
Betula (<20 µm),betula_smaller_than_20_mu_m
Betula (>20 µm),betula_bigger_than_20_mu_m
Betula (>25 µm),betula_bigger_than_25_mu_m
Betula (20-25 µm),betula_20_minus_25_mu_m
Betula (corroded),betula_corroded
Betula (excluding B. nana),betula_excluding_b_nana
Betula (hybrid),betula_hybrid
Betula (large),betula_large
Betula (shrub),betula_shrub
Betula (small),betula_small
Betula (tetraporate),betula_tetraporate
Betula (tree),betula_tree
Betula cf. B. fruticosa,betula_cf_b_fruticosa
Betula cf. B. nana,betula_cf_b_nana
Betula cf. B. occidentalis,betula_cf_b_occidentalis
Betula cf. B. pendula,betula_cf_b_pendula
Betula costata,betula_costata
Betula dahurica,betula_dahurica
Betula det. shrub,betula_det_shrub
Betula det. tree,betula_det_tree
Betula ermanii,betula_ermanii
Betula fruticosa,betula_fruticosa
Betula glandulosa,betula_glandulosa
Betula glandulosa-type,betula_glandulosa_type
Betula humilis,betula_humilis
Betula nana,betula_nana
Betula nana-type,betula_nana_type
Betula nana subsp. exilis,betula_nana_subsp_exilis
Betula papyrifera,betula_papyrifera
Betula pendula,betula_pendula
Betula pendula subsp. mandshurica,betula_pendula_subsp_mandshurica
Betula pendula/B. pubescens,betula_pendula_b_pubescens
Betula pubescens,betula_pubescens
Betula pubescens-type,betula_pubescens_type
Betula pubescens sensu lato,betula_pubescens_sensu_lato
Betula pubescens var. pumila,betula_pubescens_var_pumila
Betula schmidtii,betula_schmidtii
Betula sect. Apterocaryon,betula_sect_apterocaryon
Betula sect. Apterocaryon-type,betula_sect_apterocaryon_type
Betula sect. Betula,betula_sect_betula
Betula sect. Betula-type,betula_sect_betula_type
Betula sect. Costatae,betula_sect_costatae
Betula sp.,betula_sp
Betula spp.,betula_spp
Betula subg. Betula,betula_subg_betula
Betula undiff.,betula_undiff
"Betula/Alnus/Corylus/Myrica (type 114, HdV)",betula_alnus_corylus_myrica_type_114_hd_v
Betula/Carpinus,betula_carpinus
Betula/Corylus,betula_corylus
Betula/Corylus/Myrica,betula_corylus_myrica
Betula/Myrica,betula_myrica
Betulaceae,betulaceae
Betulaceae undiff.,betulaceae_undiff
Betulaceae/Myricaceae undiff.,betulaceae_myricaceae_undiff
Beyeria,beyeria
Beyeria-type,beyeria_type
Bidens,bidens
Bidens-type,bidens_type
Bidens tripartita-type,bidens_tripartita_type
Biebersteinia,biebersteinia
Bifora radians-type,bifora_radians_type
Bignonia,bignonia
Bignonia-type,bignonia_type
Bignonia cf. B. neoheterophylla,bignonia_cf_b_neoheterophylla
Bignoniaceae,bignoniaceae
Bignoniaceae-type,bignoniaceae_type
Bignoniaceae undiff.,bignoniaceae_undiff
Bignoniaceae/Verbenaceae,bignoniaceae_verbenaceae
Billardiera,billardiera
Billardiera scandens,billardiera_scandens
Billia,billia
Billia-type,billia_type
Bischofia,bischofia
Biscutella,biscutella
Bismarckia nobilis,bismarckia_nobilis
Bistorta,bistorta
Bistorta-type,bistorta_type
Bistorta bistortoides,bistorta_bistortoides
Bistorta bistortoides-type,bistorta_bistortoides_type
Bistorta cf. B. vivipara,bistorta_cf_b_vivipara
Bistorta elliptica,bistorta_elliptica
Bistorta officinalis,bistorta_officinalis
Bistorta officinalis-type,bistorta_officinalis_type
Bistorta officinalis/B. vivipara,bistorta_officinalis_b_vivipara
Bistorta undiff.,bistorta_undiff
Bistorta vivipara,bistorta_vivipara
Bistorta vivipara-type,bistorta_vivipara_type
Bituminaria bituminosa,bituminaria_bituminosa
Bixa,bixa
Blackstonia,blackstonia
Blackstonia-type,blackstonia_type
Blackstonia perfoliata-type,blackstonia_perfoliata_type
Blepharandra,blepharandra
Blepharis,blepharis
Blepharis-type,blepharis_type
Blighia,blighia
Blighia-type,blighia_type
Blighia-type (B. unijugata),blighia_type_b_unijugata
Blighia-type unijugata,blighia_type_unijugata
Blighia sapida-type,blighia_sapida_type
Blighia unijugata-type,blighia_unijugata_type
Blyxa,blyxa
Bobea,bobea
Bocconia,bocconia
Bocconia-type,bocconia_type
Bocoa,bocoa
Boehmeria,boehmeria
Boehmeria-type,boehmeria_type
Boerhavia,boerhavia
Boerhavia-type,boerhavia_type
Bolax,bolax
Bolboschoenus maritimus,bolboschoenus_maritimus
Bomarea,bomarea
Bomarea-type,bomarea_type
Bombacoideae,bombacoideae
Bombacoideae undiff.,bombacoideae_undiff
Bombacopsis,bombacopsis
Bombacopsis-type,bombacopsis_type
